address,postcode,state,country,address_surragate_id
17 Ohio Drive,4053,QLD,Australia,1738
4912 Lukken Way,4570,QLD,Australia,1739
89 Cherokee Road,4211,QLD,Australia,1740
4216 Annamark Pass,4300,QLD,Australia,1741
6 Forest Dale Parkway,4017,QLD,Australia,1742
1 Namekagon Parkway,4075,QLD,Australia,1743
09810 Dayton Hill,4035,QLD,Australia,1744
85 Magdeline Crossing,3149,VIC,Australia,1745
7 Laurel Avenue,2125,NSW,Australia,1746
441 Old Shore Circle,2131,NSW,Australia,1747
5 Huxley Point,2154,NSW,Australia,1748
3483 Burrows Hill,2137,NSW,Australia,1749
84707 Harper Circle,3114,VIC,Australia,1750
78 Jackson Point,2047,NSW,Australia,1751
8 Armistice Circle,3977,VIC,Australia,1752
73425 Mitchell Court,4304,QLD,Australia,1753
4 5th Circle,2800,NSW,Australia,1754
096 Anniversary Point,2030,NSW,Australia,1755
7714 Heffernan Circle,3130,VIC,Australia,1756
2 Portage Avenue,2170,NSW,Australia,1757
636 Debs Circle,3039,VIC,Australia,1758
08731 Coleman Lane,3352,VIC,Australia,1759
12860 Warner Court,3129,VIC,Australia,1760
10 Cambridge Street,4567,QLD,Australia,1761
8943 Knutson Point,4154,QLD,Australia,1762
3 Nevada Road,4215,QLD,Australia,1763
01 Havey Drive,2099,NSW,Australia,1764
466 Westport Drive,2263,NSW,Australia,1765
40985 Cherokee Junction,2155,NSW,Australia,1766
410 Hoepker Pass,4123,QLD,Australia,1767
6 Reinke Street,2768,NSW,Australia,1768
9097 Superior Drive,2114,NSW,Australia,1769
6 Hansons Park,2145,NSW,Australia,1770
5394 Dryden Terrace,3149,VIC,Australia,1771
56 Bultman Parkway,4721,QLD,Australia,1772
835 West Hill,2118,NSW,Australia,1773
8 Vermont Pass,3930,VIC,Australia,1774
6238 Hanover Crossing,3141,VIC,Australia,1775
2 Thierer Plaza,3976,VIC,Australia,1776
71776 Express Avenue,2749,NSW,Australia,1777
162 Golf View Hill,2011,NSW,Australia,1778
7389 Union Place,2745,NSW,Australia,1779
07 Miller Pass,2017,NSW,Australia,1780
30 Delladonna Plaza,3046,VIC,Australia,1781
7395 Blackbird Lane,2134,NSW,Australia,1782
79427 Hudson Trail,3677,VIC,Australia,1783
67 Hooker Place,2380,NSW,Australia,1784
0380 Chinook Avenue,2047,NSW,Australia,1785
4092 Brentwood Trail,2147,NSW,Australia,1786
613 Mayfield Trail,4012,QLD,Australia,1787
2 Spohn Court,2750,NSW,Australia,1788
05239 Springs Circle,3030,VIC,Australia,1789
59 Old Gate Drive,4878,QLD,Australia,1790
31186 Hoard Junction,2015,NSW,Australia,1791
2 Crest Line Crossing,2072,NSW,Australia,1792
18083 Mallard Drive,3075,VIC,Australia,1793
93 Lakeland Court,3810,VIC,Australia,1794
023 Thackeray Lane,2070,NSW,Australia,1795
79737 Hollow Ridge Trail,2199,NSW,Australia,1796
95465 Union Plaza,4055,QLD,Australia,1797
66238 Old Gate Circle,4157,QLD,Australia,1798
3 Delladonna Street,4799,QLD,Australia,1799
3 Mallard Center,2251,NSW,Australia,1800
31 Eastwood Circle,2460,NSW,Australia,1801
507 Onsgard Place,4701,QLD,Australia,1802
69555 Dakota Alley,4211,QLD,Australia,1803
21969 Lawn Court,2095,NSW,Australia,1804
7 Erie Court,2263,NSW,Australia,1805
0724 Oxford Crossing,2146,NSW,Australia,1806
1 Monterey Terrace,2011,NSW,Australia,1807
75 Duke Plaza,2147,NSW,Australia,1808
156 Lakeland Way,4035,QLD,Australia,1809
91 Mosinee Point,2166,NSW,Australia,1810
1508 Hooker Avenue,2000,NSW,Australia,1811
3202 Ridge Oak Alley,4121,QLD,Australia,1812
5510 Pepper Wood Street,3429,VIC,Australia,1813
42952 Fairfield Center,3012,VIC,Australia,1814
1 Garrison Street,3103,VIC,Australia,1815
013 Armistice Street,2769,NSW,Australia,1816
3201 Canary Center,2540,NSW,Australia,1817
4365 Basil Junction,2539,NSW,Australia,1818
1164 Toban Road,3806,VIC,Australia,1819
2364 Dovetail Way,3048,VIC,Australia,1820
738 Sloan Place,3212,VIC,Australia,1821
318 Jenifer Alley,2119,NSW,Australia,1822
6395 Anthes Hill,4504,QLD,Australia,1823
36516 Forster Lane,4034,QLD,Australia,1824
107 Garrison Plaza,2200,NSW,Australia,1825
717 Oakridge Way,2117,NSW,Australia,1826
16405 Doe Crossing Parkway,3630,VIC,Australia,1827
16 Monument Place,4701,QLD,Australia,1828
99841 Talisman Street,4224,QLD,Australia,1829
21 Duke Hill,4344,QLD,Australia,1830
891 Anderson Parkway,2009,NSW,Australia,1831
9446 Holmberg Court,2133,NSW,Australia,1832
46512 Cambridge Avenue,2759,NSW,Australia,1833
54250 Welch Pass,3145,VIC,Australia,1834
734 South Court,4152,QLD,Australia,1835
769 Banding Avenue,2151,NSW,Australia,1836
2590 Northport Hill,2070,NSW,Australia,1837
9649 Cascade Way,2250,NSW,Australia,1838
69 Valley Edge Lane,3144,VIC,Australia,1839
327 Monument Street,3201,VIC,Australia,1840
4 Sunnyside Crossing,2125,NSW,Australia,1841
8 Hoffman Alley,3181,VIC,Australia,1842
894 Duke Crossing,2665,NSW,Australia,1843
01714 Claremont Center,2474,NSW,Australia,1844
6809 Maple Park,3023,VIC,Australia,1845
95294 Karstens Park,2155,NSW,Australia,1846
8872 Bunker Hill Crossing,2196,NSW,Australia,1847
14 Westport Pass,3029,VIC,Australia,1848
867 Grim Terrace,3754,VIC,Australia,1849
48023 International Way,3630,VIC,Australia,1850
0 Prairie Rose Place,3802,VIC,Australia,1851
56145 Porter Lane,2010,NSW,Australia,1852
509 Ridgeway Junction,3166,VIC,Australia,1853
41 Eagan Junction,2570,NSW,Australia,1854
5290 Lunder Park,2287,NSW,Australia,1855
52425 Prairie Rose Road,4500,QLD,Australia,1856
7939 Toban Crossing,2770,NSW,Australia,1857
0672 Lyons Pass,2153,NSW,Australia,1858
904 Mandrake Parkway,2820,NSW,Australia,1859
3007 Summer Ridge Street,4511,QLD,Australia,1860
47 Veith Junction,3196,VIC,Australia,1861
007 Canary Circle,2047,NSW,Australia,1862
1 Saint Paul Terrace,2161,NSW,Australia,1863
87705 Hovde Center,4870,QLD,Australia,1864
765 6th Plaza,4226,QLD,Australia,1865
248 Bartillon Plaza,4059,QLD,Australia,1866
66811 Lerdahl Way,4160,QLD,Australia,1867
5809 Coolidge Avenue,2747,NSW,Australia,1868
2769 Banding Avenue,3189,VIC,Australia,1869
3 Monterey Trail,2582,NSW,Australia,1870
85549 Sheridan Parkway,4170,QLD,Australia,1871
4498 Donald Crossing,2525,NSW,Australia,1872
4 Ridgeway Court,4030,QLD,Australia,1873
4 Bartelt Hill,4510,QLD,Australia,1874
91116 Riverside Plaza,2114,NSW,Australia,1875
60911 Almo Point,2066,NSW,Australia,1876
0 Superior Pass,2050,NSW,Australia,1877
9 Superior Terrace,2199,NSW,Australia,1878
57 Marquette Hill,4120,QLD,Australia,1879
36 Sommers Place,2096,NSW,Australia,1880
83148 Rowland Alley,2530,NSW,Australia,1881
34 Arrowood Pass,2567,NSW,Australia,1882
72 Mandrake Court,3183,VIC,Australia,1883
9 Emmet Hill,2042,NSW,Australia,1884
16984 Pankratz Park,2324,NSW,Australia,1885
9460 Laurel Crossing,4032,QLD,Australia,1886
5786 Kinsman Point,2127,NSW,Australia,1887
4 Fairfield Way,2487,NSW,Australia,1888
319 Michigan Way,4350,QLD,Australia,1889
49 Fulton Park,3156,VIC,Australia,1890
0 Corben Court,3121,VIC,Australia,1891
8 Drewry Street,4655,QLD,Australia,1892
48 Dawn Center,4132,QLD,Australia,1893
6244 Forest Point,4103,QLD,Australia,1894
0306 Donald Court,3844,VIC,Australia,1895
3762 Victoria Alley,4078,QLD,Australia,1896
3 Manley Crossing,4074,QLD,Australia,1897
36866 Summit Point,3750,VIC,Australia,1898
9 Pearson Plaza,3177,VIC,Australia,1899
7450 Prairie Rose Drive,2868,NSW,Australia,1900
83975 Rowland Place,2166,NSW,Australia,1901
01 Weeping Birch Plaza,2640,NSW,Australia,1902
738 Dixon Drive,2575,NSW,Australia,1903
5766 Pearson Court,2227,NSW,Australia,1904
9 Shelley Center,2170,NSW,Australia,1905
07273 Sundown Trail,2358,NSW,Australia,1906
2 Maryland Drive,4227,QLD,Australia,1907
3 Roth Place,2449,NSW,Australia,1908
81856 Express Lane,2299,NSW,Australia,1909
5 Porter Road,4014,QLD,Australia,1910
59 Waywood Road,3163,VIC,Australia,1911
6838 Anniversary Junction,2484,NSW,Australia,1912
90128 Caliangt Place,2484,NSW,Australia,1913
504 Mesta Lane,2261,NSW,Australia,1914
9 Utah Road,4179,QLD,Australia,1915
00213 Atwood Pass,2340,NSW,Australia,1916
7230 Montana Place,2777,NSW,Australia,1917
51763 Carey Place,3056,VIC,Australia,1918
4 Susan Center,3170,VIC,Australia,1919
745 Troy Avenue,2769,NSW,Australia,1920
6 Upham Place,4556,QLD,Australia,1921
34694 Sugar Place,4740,QLD,Australia,1922
26876 Lyons Court,3166,VIC,Australia,1923
8308 Linden Place,2570,NSW,Australia,1924
32708 Bluestem Alley,3976,VIC,Australia,1925
3542 Arkansas Place,3380,VIC,Australia,1926
642 Anderson Circle,4132,QLD,Australia,1927
8318 Continental Alley,3175,VIC,Australia,1928
7202 Prairieview Court,2221,NSW,Australia,1929
64610 Sachtjen Center,2575,NSW,Australia,1930
53 Muir Terrace,2170,NSW,Australia,1931
710 Schiller Plaza,3338,VIC,Australia,1932
698 Old Gate Lane,2619,NSW,Australia,1933
4 Golden Leaf Road,4670,QLD,Australia,1934
1979 Arapahoe Trail,4701,QLD,Australia,1935
1 Vernon Terrace,4226,QLD,Australia,1936
79862 Darwin Crossing,4215,QLD,Australia,1937
184 Hoepker Way,2197,NSW,Australia,1938
40 New Castle Avenue,2043,NSW,Australia,1939
9525 Johnson Place,3190,VIC,Australia,1940
8 Pearson Trail,2166,NSW,Australia,1941
53 Dakota Court,2027,NSW,Australia,1942
4262 Melvin Avenue,2759,NSW,Australia,1943
4415 Dwight Center,2528,NSW,Australia,1944
1197 Carey Junction,2280,NSW,Australia,1945
227 Havey Trail,2795,NSW,Australia,1946
2 Manufacturers Parkway,3199,VIC,Australia,1947
9175 Stephen Drive,4035,QLD,Australia,1948
299 Pine View Parkway,3121,VIC,Australia,1949
71 Orin Crossing,2155,NSW,Australia,1950
134 Knutson Street,2281,NSW,Australia,1951
37 Mockingbird Street,4017,QLD,Australia,1952
00969 Gale Way,3108,VIC,Australia,1953
05665 Dottie Circle,2085,NSW,Australia,1954
83 Wayridge Circle,4152,QLD,Australia,1955
8 Carioca Terrace,4007,QLD,Australia,1956
5 Kenwood Road,2075,NSW,Australia,1957
29 Hansons Crossing,2318,NSW,Australia,1958
493 Buell Point,4500,QLD,Australia,1959
7 Del Mar Crossing,4680,QLD,Australia,1960
7 Elgar Plaza,2250,NSW,Australia,1961
425 Marquette Way,2116,NSW,Australia,1962
67104 Bunting Crossing,2043,NSW,Australia,1963
243 Raven Drive,4815,QLD,Australia,1964
248 School Park,3156,VIC,Australia,1965
5 Onsgard Plaza,3134,VIC,Australia,1966
38 Havey Place,3049,VIC,Australia,1967
38 Armistice Alley,2018,NSW,Australia,1968
34953 Oak Circle,2153,NSW,Australia,1969
18 Express Street,2165,NSW,Australia,1970
04046 Summit Avenue,4217,QLD,Australia,1971
986 Hollow Ridge Crossing,3821,VIC,Australia,1972
4622 Dixon Junction,2048,NSW,Australia,1973
3563 Darwin Avenue,3095,VIC,Australia,1974
38759 Butterfield Avenue,4305,QLD,Australia,1975
67125 Melody Place,2747,NSW,Australia,1976
31 Northwestern Court,2206,NSW,Australia,1977
8 Farwell Parkway,2428,NSW,Australia,1978
19 Barby Parkway,4127,QLD,Australia,1979
681 School Avenue,2077,NSW,Australia,1980
27 Dawn Lane,2233,NSW,Australia,1981
366 International Way,2170,NSW,Australia,1982
427 Rockefeller Drive,2093,NSW,Australia,1983
5176 Division Hill,3216,VIC,Australia,1984
1 Raven Place,2160,NSW,Australia,1985
29 Delaware Pass,2567,NSW,Australia,1986
42554 Burrows Court,2117,NSW,Australia,1987
726 Warrior Center,2077,NSW,Australia,1988
500 Victoria Plaza,2147,NSW,Australia,1989
35 Debra Way,3201,VIC,Australia,1990
62965 Morningstar Junction,4109,QLD,Australia,1991
6698 Melody Crossing,4556,QLD,Australia,1992
05919 Morning Parkway,2034,NSW,Australia,1993
6 Rockefeller Pass,3075,VIC,Australia,1994
7875 Fieldstone Pass,4216,QLD,Australia,1995
59170 Westridge Junction,2147,NSW,Australia,1996
3 Bonner Point,2800,NSW,Australia,1997
113 Lien Place,2560,NSW,Australia,1998
064 Fallview Terrace,4500,QLD,Australia,1999
32 Sutteridge Trail,2470,NSW,Australia,2000
3984 Clove Street,3192,VIC,Australia,2001
4 Rowland Plaza,2324,NSW,Australia,2002
5157 Maple Wood Circle,2537,NSW,Australia,2003
559 Blackbird Street,4580,QLD,Australia,2004
6466 Troy Street,2763,NSW,Australia,2005
7135 Ruskin Avenue,2563,NSW,Australia,2006
5 Loftsgordon Avenue,2068,NSW,Australia,2007
33 Del Mar Junction,2264,NSW,Australia,2008
06069 Hayes Road,2099,NSW,Australia,2009
828 Waubesa Pass,2234,NSW,Australia,2010
1 Bobwhite Circle,2230,NSW,Australia,2011
3 Memorial Junction,2126,NSW,Australia,2012
644 Mcbride Street,2086,NSW,Australia,2013
23700 Dennis Way,2075,NSW,Australia,2014
5795 Comanche Circle,4825,QLD,Australia,2015
31 Scofield Trail,3020,VIC,Australia,2016
218 Elka Point,2176,NSW,Australia,2017
5468 Moose Lane,2445,NSW,Australia,2018
174 Calypso Crossing,2770,NSW,Australia,2019
53358 David Circle,4306,QLD,Australia,2020
0 3rd Road,4060,QLD,Australia,2021
9 Melvin Drive,2144,NSW,Australia,2022
9670 4th Point,2065,NSW,Australia,2023
2228 Steensland Terrace,2148,NSW,Australia,2024
2 Thierer Place,4053,QLD,Australia,2025
23 Huxley Road,3064,VIC,Australia,2026
34 3rd Place,3030,VIC,Australia,2027
63 Golf Crossing,2217,NSW,Australia,2028
1 Sloan Avenue,2176,NSW,Australia,2029
056 Pierstorff Alley,2040,NSW,Australia,2030
177 Anniversary Parkway,2428,NSW,Australia,2031
18 Karstens Drive,2233,NSW,Australia,2032
6950 Morrow Street,2326,NSW,Australia,2033
8492 Autumn Leaf Center,3214,VIC,Australia,2034
91749 Portage Park,2528,NSW,Australia,2035
45 Waubesa Lane,4213,QLD,Australia,2036
51739 Sundown Hill,2009,NSW,Australia,2037
95 Butterfield Circle,3352,VIC,Australia,2038
9 Porter Pass,4077,QLD,Australia,2039
236 Fremont Alley,2156,NSW,Australia,2040
46031 Hudson Place,2075,NSW,Australia,2041
8 Crowley Terrace,2760,NSW,Australia,2042
50532 Hoard Center,4209,QLD,Australia,2043
56 Sommers Point,2204,NSW,Australia,2044
0 Red Cloud Place,2217,NSW,Australia,2045
24951 Michigan Pass,2176,NSW,Australia,2046
51960 Gulseth Point,2009,NSW,Australia,2047
144 Parkside Parkway,4655,QLD,Australia,2048
896 Helena Parkway,4551,QLD,Australia,2049
89 Anhalt Park,2106,NSW,Australia,2050
1786 Orin Street,2327,NSW,Australia,2051
7 Green Ridge Way,2763,NSW,Australia,2052
2807 Northwestern Pass,3182,VIC,Australia,2053
9362 Grim Plaza,4702,QLD,Australia,2054
2 Sommers Drive,3181,VIC,Australia,2055
74164 Village Green Parkway,3037,VIC,Australia,2056
623 Melody Avenue,4500,QLD,Australia,2057
9 Roth Park,4104,QLD,Australia,2058
18 Buhler Court,3186,VIC,Australia,2059
4 Sachtjen Drive,4701,QLD,Australia,2060
130 Hayes Crossing,2170,NSW,Australia,2061
9 Logan Court,2570,NSW,Australia,2062
8 Superior Hill,2153,NSW,Australia,2063
575 Katie Terrace,2835,NSW,Australia,2064
9 Old Shore Street,4509,QLD,Australia,2065
7949 Waywood Way,2318,NSW,Australia,2066
2982 Monterey Way,3182,VIC,Australia,2067
692 Leroy Parkway,3043,VIC,Australia,2068
9499 Alpine Drive,3175,VIC,Australia,2069
0442 Debra Point,2281,NSW,Australia,2070
61 Upham Parkway,4558,QLD,Australia,2071
63832 Maple Wood Court,3172,VIC,Australia,2072
27 Rockefeller Plaza,4556,QLD,Australia,2073
95483 Washington Junction,2505,NSW,Australia,2074
1396 Sugar Terrace,2145,NSW,Australia,2075
8454 Pierstorff Way,2115,NSW,Australia,2076
2444 Aberg Hill,2067,NSW,Australia,2077
73637 Nancy Street,2469,NSW,Australia,2078
9 Beilfuss Crossing,2705,NSW,Australia,2079
891 Mendota Junction,4127,QLD,Australia,2080
73 Muir Trail,3196,VIC,Australia,2081
1 Raven Circle,2450,NSW,Australia,2082
6563 Susan Pass,3024,VIC,Australia,2083
59 Prentice Lane,4551,QLD,Australia,2084
65880 Cascade Drive,2164,NSW,Australia,2085
6632 Truax Hill,2230,NSW,Australia,2086
68882 Commercial Crossing,2320,NSW,Australia,2087
949 Marquette Avenue,3028,VIC,Australia,2088
9953 Kim Lane,2330,NSW,Australia,2089
09 Pierstorff Point,4514,QLD,Australia,2090
158 Lindbergh Crossing,3136,VIC,Australia,2091
72 Ilene Point,2575,NSW,Australia,2092
4081 Lighthouse Bay Alley,4053,QLD,Australia,2093
794 Kennedy Court,4740,QLD,Australia,2094
3981 Karstens Place,2570,NSW,Australia,2095
88039 Melody Lane,3088,VIC,Australia,2096
344 Rockefeller Way,3966,VIC,Australia,2097
434 Eggendart Circle,2260,NSW,Australia,2098
0 Waubesa Alley,2265,NSW,Australia,2099
831 Prairieview Trail,4405,QLD,Australia,2100
884 Surrey Pass,3912,VIC,Australia,2101
60424 Bultman Terrace,2120,NSW,Australia,2102
882 Merry Trail,4701,QLD,Australia,2103
47878 Pond Park,4133,QLD,Australia,2104
7 Porter Parkway,2261,NSW,Australia,2105
984 Waubesa Pass,4034,QLD,Australia,2106
91933 Artisan Avenue,2753,NSW,Australia,2107
624 Atwood Circle,2164,NSW,Australia,2108
15 Mcguire Junction,4128,QLD,Australia,2109
21 South Avenue,2076,NSW,Australia,2110
4 Macpherson Street,3143,VIC,Australia,2111
5965 Glacier Hill Terrace,3025,VIC,Australia,2112
556 Esch Street,2090,NSW,Australia,2113
25943 Montana Street,2747,NSW,Australia,2114
2 Dawn Avenue,4118,QLD,Australia,2115
35 Harbort Way,2446,NSW,Australia,2116
464 Bonner Place,3012,VIC,Australia,2117
0899 Judy Pass,3072,VIC,Australia,2118
43 Sunbrook Terrace,4160,QLD,Australia,2119
34 Vidon Way,3037,VIC,Australia,2120
85 Cody Hill,2770,NSW,Australia,2121
8209 Tony Plaza,2810,NSW,Australia,2122
65675 Spenser Way,3207,VIC,Australia,2123
042 Saint Paul Parkway,2769,NSW,Australia,2124
3516 Kensington Lane,2164,NSW,Australia,2125
26064 Morningstar Junction,2480,NSW,Australia,2126
686 Rusk Parkway,2566,NSW,Australia,2127
7518 Canary Parkway,2145,NSW,Australia,2128
32 Spenser Crossing,2880,NSW,Australia,2129
654 Kim Parkway,3175,VIC,Australia,2130
0 Moose Court,2063,NSW,Australia,2131
99000 Petterle Drive,2062,NSW,Australia,2132
549 Longview Terrace,4030,QLD,Australia,2133
1861 Golf Course Circle,2216,NSW,Australia,2134
27 Mayer Lane,3756,VIC,Australia,2135
47336 Garrison Court,4670,QLD,Australia,2136
27 Drewry Road,2102,NSW,Australia,2137
75581 Express Center,4503,QLD,Australia,2138
5 Fairfield Parkway,2557,NSW,Australia,2139
47 Kensington Avenue,2650,NSW,Australia,2140
9870 Brickson Park Trail,2216,NSW,Australia,2141
3 Memorial Terrace,2234,NSW,Australia,2142
4559 Sundown Trail,2148,NSW,Australia,2143
45613 Meadow Valley Center,3976,VIC,Australia,2144
2 Spaight Road,2210,NSW,Australia,2145
59694 1st Crossing,4503,QLD,Australia,2146
124 Fulton Crossing,4680,QLD,Australia,2147
2800 Dottie Trail,3071,VIC,Australia,2148
4 Mosinee Lane,4165,QLD,Australia,2149
0799 Florence Street,2089,NSW,Australia,2150
5882 American Ash Point,3214,VIC,Australia,2151
13852 Burning Wood Terrace,2199,NSW,Australia,2152
735 Eastlawn Place,4160,QLD,Australia,2153
6 Sauthoff Court,2144,NSW,Australia,2154
1788 Columbus Trail,4510,QLD,Australia,2155
32705 Shelley Junction,3172,VIC,Australia,2156
0 Delladonna Parkway,3189,VIC,Australia,2157
79291 3rd Circle,2760,NSW,Australia,2158
8 Bunting Hill,2155,NSW,Australia,2159
63 School Plaza,2145,NSW,Australia,2160
0134 Swallow Pass,3030,VIC,Australia,2161
47204 Rigney Street,2770,NSW,Australia,2162
9732 Swallow Way,2750,NSW,Australia,2163
80 Cordelia Street,4061,QLD,Australia,2164
88175 Center Road,2283,NSW,Australia,2165
5 Muir Circle,2030,NSW,Australia,2166
6 Tennyson Place,2138,NSW,Australia,2167
698 Lunder Point,2016,NSW,Australia,2168
5 Dixon Junction,2340,NSW,Australia,2169
5890 Comanche Trail,3429,VIC,Australia,2170
6621 Carberry Crossing,3083,VIC,Australia,2171
322 Scott Plaza,2170,NSW,Australia,2172
15811 La Follette Park,2770,NSW,Australia,2173
67143 Bluejay Court,4214,QLD,Australia,2174
966 Emmet Trail,3015,VIC,Australia,2175
49530 Evergreen Lane,3163,VIC,Australia,2176
9582 Fremont Center,2032,NSW,Australia,2177
3 Declaration Circle,4350,QLD,Australia,2178
8142 Tomscot Drive,4132,QLD,Australia,2179
396 Sachs Road,2147,NSW,Australia,2180
1 Melby Way,2527,NSW,Australia,2181
53221 Namekagon Parkway,2557,NSW,Australia,2182
6 Dovetail Circle,2200,NSW,Australia,2183
67 Carioca Road,4211,QLD,Australia,2184
63123 Merry Alley,4500,QLD,Australia,2185
4478 Banding Way,2830,NSW,Australia,2186
28928 Mariners Cove Pass,3040,VIC,Australia,2187
3 Thierer Plaza,4815,QLD,Australia,2188
9 Hauk Alley,3915,VIC,Australia,2189
9045 Kings Avenue,4153,QLD,Australia,2190
9 Barnett Street,4179,QLD,Australia,2191
6779 Melrose Way,2450,NSW,Australia,2192
42473 Sycamore Pass,3355,VIC,Australia,2193
6631 Farragut Terrace,2148,NSW,Australia,2194
886 Rusk Pass,2321,NSW,Australia,2195
3 Bashford Plaza,2267,NSW,Australia,2196
11 Sage Place,4055,QLD,Australia,2197
26049 Straubel Point,2099,NSW,Australia,2198
59929 West Alley,2026,NSW,Australia,2199
94 Vernon Parkway,2762,NSW,Australia,2200
8312 Dunning Crossing,3101,VIC,Australia,2201
7 Novick Parkway,2160,NSW,Australia,2202
02 Del Mar Center,4121,QLD,Australia,2203
0 Shasta Terrace,2289,NSW,Australia,2204
90 East Way,2145,NSW,Australia,2205
2 Goodland Lane,3977,VIC,Australia,2206
7 Vernon Lane,2232,NSW,Australia,2207
9 Killdeer Avenue,4227,QLD,Australia,2208
152 Larry Alley,2756,NSW,Australia,2209
85 Hudson Street,2505,NSW,Australia,2210
6672 Butternut Avenue,3458,VIC,Australia,2211
43491 Jenifer Street,2750,NSW,Australia,2212
47 Chinook Road,4421,QLD,Australia,2213
3468 Rigney Place,3505,VIC,Australia,2214
079 Katie Alley,3216,VIC,Australia,2215
681 Butterfield Lane,2233,NSW,Australia,2216
48 Laurel Parkway,4017,QLD,Australia,2217
9115 Mockingbird Crossing,2145,NSW,Australia,2218
2 Michigan Parkway,3006,VIC,Australia,2219
24 Hermina Alley,2262,NSW,Australia,2220
82237 Dapin Court,4570,QLD,Australia,2221
1 Basil Street,4037,QLD,Australia,2222
60650 Mcbride Point,3918,VIC,Australia,2223
81 Lien Drive,3216,VIC,Australia,2224
37353 Alpine Circle,2214,NSW,Australia,2225
581 Granby Parkway,3025,VIC,Australia,2226
3073 Golf View Terrace,4165,QLD,Australia,2227
95 Riverside Way,2640,NSW,Australia,2228
390 Meadow Vale Circle,2560,NSW,Australia,2229
501 Reindahl Alley,2069,NSW,Australia,2230
0 Mifflin Alley,4818,QLD,Australia,2231
261 Mosinee Avenue,2335,NSW,Australia,2232
57 Boyd Avenue,2287,NSW,Australia,2233
9 Washington Drive,3079,VIC,Australia,2234
48 Straubel Court,2400,NSW,Australia,2235
70 Old Gate Avenue,3043,VIC,Australia,2236
40062 Steensland Center,3977,VIC,Australia,2237
39179 Bayside Terrace,3148,VIC,Australia,2238
04488 Amoth Parkway,2036,NSW,Australia,2239
259 Homewood Pass,2092,NSW,Australia,2240
863 Crescent Oaks Hill,4215,QLD,Australia,2241
353 Scott Road,2770,NSW,Australia,2242
97 Randy Junction,2040,NSW,Australia,2243
047 Northfield Trail,3127,VIC,Australia,2244
0132 Merrick Way,2770,NSW,Australia,2245
9248 Ludington Circle,2714,NSW,Australia,2246
81 Forest Dale Center,3555,VIC,Australia,2247
0 Blaine Point,3183,VIC,Australia,2248
90 2nd Lane,2768,NSW,Australia,2249
8718 Warner Avenue,2148,NSW,Australia,2250
4 Mallory Hill,2880,NSW,Australia,2251
29180 American Ash Circle,2560,NSW,Australia,2252
6471 Meadow Valley Court,2097,NSW,Australia,2253
9 Waxwing Pass,2008,NSW,Australia,2254
8 Buell Crossing,2320,NSW,Australia,2255
40 Rigney Street,2200,NSW,Australia,2256
7035 Crest Line Place,3101,VIC,Australia,2257
9129 Gale Court,4226,QLD,Australia,2258
71109 Vernon Way,3350,VIC,Australia,2259
883 Almo Terrace,3977,VIC,Australia,2260
987 Victoria Trail,4006,QLD,Australia,2261
7037 North Park,2484,NSW,Australia,2262
93 Shasta Avenue,4171,QLD,Australia,2263
9574 David Lane,3218,VIC,Australia,2264
1 Del Sol Center,2323,NSW,Australia,2265
38 Valley Edge Plaza,3095,VIC,Australia,2266
004 Gulseth Junction,2619,NSW,Australia,2267
503 Clove Crossing,4306,QLD,Australia,2268
0346 Dayton Hill,2092,NSW,Australia,2269
5 Derek Pass,2090,NSW,Australia,2270
3417 Huxley Pass,3355,VIC,Australia,2271
163 Gale Center,2077,NSW,Australia,2272
09 Grim Lane,3752,VIC,Australia,2273
31953 Dixon Way,2580,NSW,Australia,2274
463 Rowland Drive,2066,NSW,Australia,2275
054 Mesta Drive,3620,VIC,Australia,2276
33550 Spohn Terrace,3630,VIC,Australia,2277
953 Del Sol Point,3630,VIC,Australia,2278
369 Milwaukee Court,3630,VIC,Australia,2279
10055 Old Shore Lane,3630,VIC,Australia,2280
018 Porter Court,3631,VIC,Australia,2281
67 Elka Court,3630,VIC,Australia,2282
5086 Meadow Ridge Circle,3350,VIC,Australia,2283
66 Talmadge Terrace,3630,VIC,Australia,2284
09356 Badeau Drive,3630,VIC,Australia,2285
1032 Killdeer Place,3631,VIC,Australia,2286
91 Ilene Parkway,3630,VIC,Australia,2287
5015 Pawling Park,2525,NSW,Australia,2288
5701 Sugar Court,2880,NSW,Australia,2289
7 Melrose Circle,4017,QLD,Australia,2290
33 Novick Parkway,2156,NSW,Australia,2291
23 Village Way,4215,QLD,Australia,2292
834 Pierstorff Lane,4228,QLD,Australia,2293
974 Fisk Alley,3977,VIC,Australia,2294
531 Springview Lane,3101,VIC,Australia,2295
2 Nova Street,4228,QLD,Australia,2296
3242 Arizona Junction,4101,QLD,Australia,2297
4 Delaware Terrace,3804,VIC,Australia,2298
1913 Magdeline Point,2022,NSW,Australia,2299
54 Annamark Place,2565,NSW,Australia,2300
84 Main Lane,3149,VIC,Australia,2301
9 Lake View Avenue,3178,VIC,Australia,2302
015 Fulton Pass,4568,QLD,Australia,2303
00 Marcy Crossing,3115,VIC,Australia,2304
0991 Commercial Road,4300,QLD,Australia,2305
24198 Almo Crossing,2021,NSW,Australia,2306
01268 Stuart Hill,2145,NSW,Australia,2307
25139 Rockefeller Center,4350,QLD,Australia,2308
159 Graceland Terrace,4343,QLD,Australia,2309
